alertID,Rule Description,Source IP,MITRE ATT&CK Technique,Rule ID,Fired Times,Severity Level,Timestamp
4617,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1107,5,Apr 11 15:36:04
4618,New dpkg (Debian Package) installed.,Unknown,,2902,13,7,Unknown
4619,sshd: Attempt to login using a non-existent user,39.100.241.126,"Password Guessing,SSH",5710,736,5,01-04-2011 12:56
4620,PAM: Login session closed.,Unknown,,5502,34,3,Apr 11 13:33:07
4621,PAM: User login failed.,104.225.217.122,Password Guessing,5503,433,5,Apr 11 13:31:02
4622,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,610,5,Apr 11 15:20:05
4623,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2157,5,Apr 11 13:52:03
4624,PAM: User login failed.,208.81.201.3,Password Guessing,5503,778,5,01-04-2011 11:58
4625,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,2,5,Apr 11 16:00:06
4626,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,510,5,01-04-2011 12:56
4627,PAM: User login failed.,104.225.217.122,Password Guessing,5503,981,5,Apr 11 14:37:02
4628,PAM: User login failed.,104.225.217.122,Password Guessing,5503,287,5,Apr 11 15:19:02
4629,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1088,5,Apr 11 13:37:12
4630,PAM: User login failed.,139.186.181.185,Password Guessing,5503,40,5,01-04-2011 12:02
4631,PAM: User login failed.,104.225.217.122,Password Guessing,5503,156,5,Apr 11 14:04:02
4632,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,98,5,Apr 11 14:01:02
4633,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,138,5,Apr 11 14:10:07
4634,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,98,5,Apr 11 14:20:04
4635,PAM: User login failed.,104.225.217.122,Password Guessing,5503,77,5,Apr 11 15:05:02
4636,sshd: Attempt to login using a non-existent user,43.134.46.239,"Password Guessing,SSH",5710,440,5,01-04-2011 12:21
4637,PAM: User login failed.,183.81.169.238,Password Guessing,5503,912,5,Apr 11 14:33:45
4638,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,24,3,Apr 11 13:23:01
4639,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,16,5,Apr 11 13:03:02
4640,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1557,5,Apr 11 14:33:03
4641,PAM: User login failed.,104.225.217.122,Password Guessing,5503,682,5,Apr 11 14:21:02
4642,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,821,5,Apr 11 15:27:04
4643,PAM: Login session opened.,Unknown,Valid Accounts,5501,53,3,Apr 11 13:52:01
4644,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1056,5,Apr 11 13:37:02
4645,PAM: User login failed.,43.134.46.239,Password Guessing,5503,313,5,01-04-2011 12:20
4646,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,288,5,Apr 11 13:13:01
4647,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,725,5,Apr 11 13:29:05
4648,sshd: Attempt to login using a non-existent user,81.192.46.38,"Password Guessing,SSH",5710,73,5,01-04-2011 12:02
4649,PAM: User login failed.,208.81.201.3,Password Guessing,5503,611,5,01-04-2011 11:47
4650,sshd: brute force trying to get access to the system. Non existent user.,39.100.241.126,Brute Force,5712,10,10,01-04-2011 12:55
4651,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1545,5,Apr 11 14:32:36
4652,PAM: User login failed.,39.100.241.126,Password Guessing,5503,543,5,01-04-2011 12:54
4653,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,30,10,Apr 11 14:05:01
4654,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,90,5,Apr 11 14:01:02
4655,New dpkg (Debian Package) requested to install.,Unknown,,2901,18,3,Unknown
4656,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,186,5,Apr 11 16:06:02
4657,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1414,5,Apr 11 16:40:02
4658,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1575,5,Apr 11 15:54:04
4659,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1134,5,Apr 11 16:53:02
4660,sshd: Attempt to login using a non-existent user,39.100.241.126,"Password Guessing,SSH",5710,12,5,01-04-2011 12:56
4661,syslog: User missed the password more than one time,39.100.241.126,Brute Force,2502,97,10,01-04-2011 12:49
4662,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,130,5,01-04-2011 11:14
4663,PAM: User login failed.,152.136.182.163,Password Guessing,5503,1156,5,Apr 11 13:50:48
4664,PAM: User login failed.,104.225.217.122,Password Guessing,5503,126,5,Apr 11 14:03:02
4665,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,342,5,Apr 11 13:15:02
4666,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,181,5,Apr 11 16:06:02
4667,sshd: Attempt to login using a non-existent user,124.156.211.11,"Password Guessing,SSH",5710,118,5,01-04-2011 12:04
4668,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1771,5,Apr 11 13:47:02
4669,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,111,5,Apr 11 13:06:01
4670,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,15,5,Apr 11 16:04:01
4671,PAM: Login session opened.,Unknown,Valid Accounts,5501,48,3,Apr 11 13:47:01
4672,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,404,5,Apr 11 16:12:02
4673,PAM: User login failed.,104.225.217.122,Password Guessing,5503,479,5,01-04-2011 12:44
4674,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1475,5,Apr 11 13:43:02
4675,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1495,5,Apr 11 13:43:05
4676,sshd: Attempt to login using a non-existent user,124.156.211.11,"Password Guessing,SSH",5710,863,5,01-04-2011 11:53
4677,sshd: Attempt to login using a non-existent user,194.113.236.217,"Password Guessing,SSH",5710,50,5,01-04-2011 12:01
4678,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,247,5,Apr 11 16:32:20
4679,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,541,5,Apr 11 13:23:01
4680,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,944,5,Apr 11 16:28:02
4681,PAM: User login failed.,170.64.196.141,Password Guessing,5503,486,5,01-04-2011 12:45
4682,sshd: authentication success.,122.178.153.122,"Valid Accounts,Remote Services",5715,1,3,01-04-2011 12:29
4683,New dpkg (Debian Package) requested to install.,Unknown,,2901,5,3,Unknown
4684,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2117,5,Apr 11 16:53:02
4685,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,66,10,Apr 11 16:18:01
4686,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2116,5,Apr 11 16:53:02
4687,PAM: User login failed.,152.136.182.163,Password Guessing,5503,1349,5,Apr 11 13:55:15
4688,PAM: Multiple failed logins in a small period of time.,183.81.169.238,Brute Force,5551,77,10,Apr 11 14:33:09
4689,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1117,5,Apr 11 14:46:02
4690,PAM: User login failed.,140.143.142.95,Password Guessing,5503,1189,5,Apr 11 13:51:37
4691,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1987,5,Apr 11 14:48:03
4692,PAM: User login failed.,152.136.182.163,Password Guessing,5503,1438,5,Apr 11 13:57:15
4693,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,276,5,Apr 11 15:09:02
4694,sshd: Attempt to login using a non-existent user,152.136.182.163,"Password Guessing,SSH",5710,2646,5,Apr 11 13:57:52
4695,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,591,5,Apr 11 13:25:01
4696,PAM: User login failed.,170.64.161.109,Password Guessing,5503,709,5,Apr 11 14:22:25
4697,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,85,10,Apr 11 16:50:03
4698,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,290,5,01-04-2011 12:12
4699,sshd: authentication failed.,183.81.169.238,"Password Guessing,SSH",5760,25,5,01-04-2011 12:02
4700,PAM: User login failed.,104.225.217.122,Password Guessing,5503,212,5,Apr 11 13:16:02
4701,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,31,10,Apr 11 13:18:46
4702,PAM: User login failed.,104.225.217.122,Password Guessing,5503,289,5,Apr 11 13:22:02
4703,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1259,5,Apr 11 15:42:04
4704,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1267,5,Apr 11 14:23:04
4705,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1207,5,Apr 11 13:52:02
4706,PAM: User login failed.,104.225.217.122,Password Guessing,5503,344,5,Apr 11 13:26:02
4707,sshd: Attempt to login using a non-existent user,175.123.253.229,"Password Guessing,SSH",5710,957,5,01-04-2011 11:57
4708,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,13,10,Apr 11 14:03:45
4709,PAM: User login failed.,104.225.217.122,Password Guessing,5503,690,5,Apr 11 15:43:02
4710,PAM: User login failed.,124.156.211.11,Password Guessing,5503,80,5,01-04-2011 12:04
4711,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,511,5,Apr 11 15:17:02
4712,sshd: authentication failed.,110.40.153.96,"Password Guessing,SSH",5760,205,5,Apr 11 16:25:13
4713,sshd: authentication failed.,194.113.236.217,"Password Guessing,SSH",5760,217,5,01-04-2011 12:18
4714,PAM: User login failed.,157.245.104.97,Password Guessing,5503,676,5,01-04-2011 11:52
4715,PAM: Login session opened.,Unknown,Valid Accounts,5501,28,3,Apr 11 14:27:01
4716,PAM: User login failed.,180.101.88.229,Password Guessing,5503,453,5,01-04-2011 12:40
4717,PAM: User login failed.,104.225.217.122,Password Guessing,5503,74,5,Apr 11 13:07:02
4718,PAM: Login session opened.,Unknown,Valid Accounts,5501,9,3,Apr 11 14:08:01
4719,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,584,5,Apr 11 15:19:03
4720,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2223,5,Apr 11 16:55:04
4721,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,1,5,Apr 11 14:00:07
4722,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,732,5,Apr 11 15:24:04
4723,PAM: User login failed.,104.225.217.122,Password Guessing,5503,141,5,Apr 11 13:11:02
4724,sshd: Attempt to login using a non-existent user,136.228.161.67,"Password Guessing,SSH",5710,508,5,01-04-2011 12:26
4725,PAM: User login failed.,194.113.236.217,Password Guessing,5503,755,5,01-04-2011 11:56
4726,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,726,5,Apr 11 13:29:05
4727,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,26,5,Apr 11 16:07:03
4728,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,603,5,01-04-2011 11:57
4729,PAM: User login failed.,81.30.162.18,Password Guessing,5503,320,5,01-04-2011 12:20
4730,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1070,5,Apr 11 15:35:04
4731,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,66,10,Apr 11 14:13:02
4732,PAM: Multiple failed logins in a small period of time.,179.43.180.106,Brute Force,5551,90,10,Apr 11 15:51:49
4733,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,53,5,01-04-2011 12:04
4734,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,897,5,Apr 11 15:30:02
4735,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1198,5,Apr 11 13:39:02
4736,sshd: Attempt to login using a non-existent user,150.109.203.15,"Password Guessing,SSH",5710,55,5,01-04-2011 12:02
4737,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,164,5,Apr 11 13:33:27
4738,PAM: User login failed.,124.156.211.11,Password Guessing,5503,672,5,01-04-2011 11:52
4739,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,794,5,01-04-2011 11:50
4740,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1785,5,Apr 11 14:41:02
4741,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,2722,5,Apr 11 13:58:38
4742,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,488,5,Apr 11 13:20:03
4743,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1213,5,Apr 11 13:39:05
4744,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,22,5,Apr 11 15:05:31
4745,PAM: User login failed.,104.225.217.122,Password Guessing,5503,153,5,Apr 11 14:04:02
4746,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2431,5,Apr 11 16:59:02
4747,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,103,5,Apr 11 15:21:11
4748,PAM: User login failed.,180.101.88.229,Password Guessing,5503,273,5,Apr 11 13:20:23
4749,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,403,5,Apr 11 16:12:02
4750,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1648,5,Apr 11 13:45:04
4751,PAM: User login failed.,104.225.217.122,Password Guessing,5503,724,5,Apr 11 15:45:02
4752,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,593,5,Apr 11 13:25:02
4753,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,36,5,Apr 11 13:12:01
4754,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,161,5,Apr 11 15:05:02
4755,Multiple authentication failures.,39.100.241.126,Brute Force,40111,4,10,01-04-2011 12:52
4756,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,69,10,Apr 11 14:30:03
4757,PAM: User login failed.,104.225.217.122,Password Guessing,5503,323,5,Apr 11 15:21:02
4758,sshd: Attempt to login using a non-existent user,39.109.117.82,"Password Guessing,SSH",5710,124,5,01-04-2011 12:04
4759,sshd: authentication failed.,39.100.241.126,"Password Guessing,SSH",5760,475,5,01-04-2011 12:52
4760,PAM: User login failed.,170.64.161.109,Password Guessing,5503,172,5,Apr 11 14:04:25
4761,PAM: User login failed.,170.64.161.109,Password Guessing,5503,464,5,Apr 11 13:32:03
4762,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1043,5,Apr 11 15:34:03
4763,PAM: User login failed.,104.225.217.122,Password Guessing,5503,956,5,Apr 11 16:45:02
4764,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,204,5,01-04-2011 11:20
4765,PAM: User login failed.,104.225.217.122,Password Guessing,5503,744,5,Apr 11 14:24:02
4766,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,172,5,Apr 11 16:46:02
4767,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,749,5,Apr 11 13:30:02
4768,sshd: Attempt to login using a non-existent user,150.109.203.15,"Password Guessing,SSH",5710,470,5,01-04-2011 12:23
4769,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1581,5,Apr 11 15:55:02
4770,PAM: User login failed.,104.225.217.122,Password Guessing,5503,120,5,Apr 11 14:03:02
4771,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,430,5,Apr 11 16:13:01
4772,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,370,5,01-04-2011 12:45
4773,PAM: User login failed.,124.156.211.11,Password Guessing,5503,343,5,01-04-2011 12:23
4774,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,42,5,Apr 11 13:13:04
4775,sshd: brute force trying to get access to the system. Non existent user.,104.225.217.122,Brute Force,5712,115,10,Apr 11 15:31:04
4776,PAM: Login session closed.,Unknown,,5502,38,3,Apr 11 15:36:06
4777,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1865,5,Apr 11 16:48:02
4778,PAM: User login failed.,104.225.217.122,Password Guessing,5503,168,5,Apr 11 15:11:02
4779,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1157,5,Apr 11 14:20:02
4780,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,780,5,Apr 11 16:23:02
4781,sshd: Attempt to login using a non-existent user,110.40.153.96,"Password Guessing,SSH",5710,390,5,Apr 11 16:11:49
4782,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,173,5,Apr 11 13:08:02
4783,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,231,5,Apr 11 13:40:46
4784,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,129,5,Apr 11 15:04:02
4785,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2288,5,Apr 11 13:54:01
4786,PAM: User login failed.,104.225.217.122,Password Guessing,5503,555,5,Apr 11 16:28:02
4787,sshd: Attempt to login using a non-existent user,124.156.211.11,"Password Guessing,SSH",5710,275,5,01-04-2011 12:11
4788,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,29,3,Apr 11 14:28:01
4789,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,134,5,01-04-2011 12:11
4790,Successful sudo to ROOT executed.,Unknown,Sudo and Sudo Caching,5402,55,3,Apr 11 16:55:01
4791,PAM: User login failed.,104.225.217.122,Password Guessing,5503,707,5,Apr 11 14:22:02
4792,sshd: Attempt to login using a non-existent user,150.109.203.15,"Password Guessing,SSH",5710,717,5,01-04-2011 11:44
4793,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1325,5,Apr 11 13:41:02
4794,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,286,5,Apr 11 13:12:03
4795,syslog: User missed the password more than one time,Unknown,Brute Force,2502,123,10,01-04-2011 12:55
4796,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,37,5,01-04-2011 12:01
4797,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,25,10,Apr 11 16:13:02
4798,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,163,5,Apr 11 16:20:02
4799,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,741,5,Apr 11 16:22:02
4800,PAM: User login failed.,104.225.217.122,Password Guessing,5503,704,5,Apr 11 15:44:02
4801,PAM: User login failed.,124.221.245.149,Password Guessing,5503,1092,5,Apr 11 13:49:03
4802,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,189,5,Apr 11 13:09:02
4803,PAM: User login failed.,170.64.161.109,Password Guessing,5503,878,5,Apr 11 13:44:14
4804,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,79,10,Apr 11 13:44:02
4805,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1265,5,Apr 11 14:23:04
4806,PAM: User login failed.,170.64.161.109,Password Guessing,5503,630,5,Apr 11 14:18:08
4807,PAM: User login failed.,175.123.253.229,Password Guessing,5503,161,5,01-04-2011 12:08
4808,PAM: User login failed.,180.101.88.229,Password Guessing,5503,646,5,Apr 11 16:32:18
4809,PAM: Login session opened.,Unknown,Valid Accounts,5501,50,3,Apr 11 15:49:01
4810,PAM: Multiple failed logins in a small period of time.,104.225.217.122,Brute Force,5551,21,10,Apr 11 16:12:02
4811,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,30,5,Apr 11 13:10:04
4812,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,210,5,Apr 11 15:07:01
4813,sshd: authentication failed.,Unknown,"Password Guessing,SSH",5760,158,5,Apr 11 16:19:16
4814,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,564,5,Apr 11 15:19:02
4815,PAM: User login failed.,104.225.217.122,Password Guessing,5503,188,5,Apr 11 14:05:01
4816,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,821,5,Apr 11 13:32:04
4817,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1108,5,Apr 11 15:36:04
4818,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,648,5,Apr 11 14:09:05
4819,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1180,5,Apr 11 16:55:02
4820,PAM: User login failed.,104.225.217.122,Password Guessing,5503,320,5,Apr 11 13:24:02
4821,File deleted.,Unknown,"File Deletion,Data Destruction",553,7,7,Unknown
4822,sshd: authentication failed.,188.166.47.99,"Password Guessing,SSH",5760,614,5,01-04-2011 11:58
4823,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,405,5,01-04-2011 12:48
4824,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,299,5,Apr 11 13:13:02
4825,PAM: Login session closed.,Unknown,,5502,40,3,Apr 11 13:39:07
4826,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1225,5,Apr 11 15:41:02
4827,Integrity checksum changed.,Unknown,Stored Data Manipulation,550,1,7,Unknown
4828,PAM: User login failed.,104.225.217.122,Password Guessing,5503,753,5,Apr 11 16:37:02
4829,PAM: Login session opened.,Unknown,Valid Accounts,5501,8,3,01-04-2011 12:35
4830,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1852,5,Apr 11 14:43:03
4831,sshd: authentication failed.,170.64.161.109,"Password Guessing,SSH",5760,254,5,Apr 11 14:19:21
4832,PAM: User login failed.,183.81.169.238,Password Guessing,5503,25,5,01-04-2011 12:01
4833,sshd: Attempt to login using a non-existent user,150.109.203.15,"Password Guessing,SSH",5710,126,5,01-04-2011 12:04
4834,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,149,5,Apr 11 16:39:03
4835,sshd: Attempt to login using a non-existent user,81.30.162.18,"Password Guessing,SSH",5710,161,5,01-04-2011 12:06
4836,sshd: Attempt to login using a non-existent user,170.64.161.109,"Password Guessing,SSH",5710,1882,5,Apr 11 13:48:23
4837,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,293,5,Apr 11 13:13:02
4838,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,240,5,Apr 11 14:56:02
4839,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,133,5,Apr 11 16:35:04
4840,PAM: User login failed.,104.225.217.122,Password Guessing,5503,57,5,Apr 11 16:03:01
4841,PAM: User login failed.,43.153.207.95,Password Guessing,5503,665,5,01-04-2011 11:51
4842,PAM: User login failed.,104.225.217.122,Password Guessing,5503,654,5,Apr 11 15:40:03
4843,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,403,5,Apr 11 15:13:04
4844,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2074,5,Apr 11 16:52:03
4845,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,79,5,01-04-2011 12:06
4846,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2310,5,Apr 11 14:59:05
4847,syslog: User authentication failure.,Unknown,,2501,21,5,01-04-2011 12:54
4848,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1204,5,Apr 11 13:52:02
4849,PAM: User login failed.,104.225.217.122,Password Guessing,5503,276,5,Apr 11 13:21:02
4850,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1137,5,Apr 11 16:53:02
4851,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,21,5,Apr 11 15:00:05
4852,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,85,5,Apr 11 13:05:02
4853,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1559,5,Apr 11 13:44:02
4854,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1172,5,Apr 11 15:39:04
4855,syslog: User missed the password more than one time,180.101.88.229,Brute Force,2502,92,10,Apr 11 14:47:53
4856,sshd: Attempt to login using a non-existent user,124.221.245.149,"Password Guessing,SSH",5710,1581,5,Apr 11 13:44:15
4857,sshd: Attempt to login using a non-existent user,170.64.196.141,"Password Guessing,SSH",5710,410,5,01-04-2011 11:22
4858,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1255,5,Apr 11 14:23:02
4859,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,11,5,Apr 11 14:00:02
4860,PAM: User login failed.,104.225.217.122,Password Guessing,5503,1250,5,Apr 11 14:56:02
4861,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,88,5,Apr 11 13:19:33
4862,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1397,5,Apr 11 14:28:01
4863,sshd: authentication failed.,81.192.46.38,"Password Guessing,SSH",5760,517,5,01-04-2011 11:51
4864,PAM: User login failed.,170.64.196.141,Password Guessing,5503,305,5,01-04-2011 11:22
4865,sshd: authentication failed.,43.153.207.95,"Password Guessing,SSH",5760,60,5,01-04-2011 12:04
4866,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1234,5,Apr 11 15:41:04
4867,PAM: User login failed.,188.166.47.99,Password Guessing,5503,62,5,01-04-2011 12:03
4868,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,602,5,01-04-2011 11:57
4869,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,2174,5,Apr 11 16:54:04
4870,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1468,5,Apr 11 16:41:01
4871,sshd: authentication failed.,180.101.88.229,"Password Guessing,SSH",5760,193,5,Apr 11 16:22:56
4872,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,877,5,Apr 11 15:29:04
4873,sshd: Attempt to login using a non-existent user,104.225.217.122,"Password Guessing,SSH",5710,1699,5,Apr 11 14:37:04
